COLUPC,PANID,WEEK,UNITS,OUTLET,DOLLARS,IRI_KEY,Panelist.Type,Combined.Pre.Tax.Income.of.HH,Family.Size,HH_RACE,Type.of.Residential.Possession,Age.Group.Applied.to.Male.HH,Education.Level.Reached.by.Male.HH,Occupation.Code.of.Male.HH,Male.Working.Hour.Code,Age.Group.Applied.to.Female.HH,Education.Level.Reached.by.Female.HH,Occupation.Code.of.Female.HH,Female.Working.Hour.Code,Number.of.Dogs,Number.of.Cats,Children.Group.Code,Marital.Status,Number.of.TVs.Used.by.HH,Number.of.TVs.Hooked.to.Cable,L3,L4,L5,VOL_EQ,COLOR,SIZE,ADDITIVES,NUMBER.OF.PLY,TYPE.OF.DISPENSER
13700033547,3322412,1131,2,GR,2.06,264075,6,8,1,1,2,6,7,10,4,7,9,11,5,0,0,8,4,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1182881,1123,1,GR,1.19,248128,0,4,1,1,2,7,9,11,5,6,8,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1805804,1120,1,GR,1.19,259111,0,8,4,1,2,4,4,7,3,3,4,6,3,0,0,3,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1200402,1131,1,GR,1.19,248128,0,2,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3803130,1121,1,GR,0.98,257871,6,7,1,1,1,7,9,11,5,6,3,10,4,0,0,8,4,2,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3321141,1123,1,GR,0.98,257871,6,7,3,1,2,5,4,1,3,5,4,1,3,1,0,8,2,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3320259,1123,1,GR,0.98,257871,6,6,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3377119,1115,1,MA,0.9,6000981,6,11,2,1,2,4,5,4,3,4,4,7,3,2,3,8,2,5,5,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1103127,1148,1,GR,1.09,248128,0,5,2,1,2,6,5,6,3,6,6,3,2,0,1,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1182881,1127,1,GR,1.19,248128,0,4,1,1,2,7,9,11,5,6,8,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3350918,1142,1,KK,0.98,9979667,5,12,4,1,2,3,6,2,3,4,8,2,3,0,1,8,2,6,6,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3840538,1127,1,GR,0.98,257871,6,3,1,1,2,7,9,11,5,6,3,10,4,0,0,8,3,3,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1189639,1121,1,MA,0.98,9979846,5,8,1,1,2,7,9,11,5,5,6,4,3,1,1,8,4,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3377325,1159,1,MA,0.98,690004,5,9,4,1,2,4,5,6,3,3,4,4,2,0,2,3,2,5,5,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1210203,1157,1,DR,1.59,642166,6,10,2,1,2,6,6,10,4,6,6,10,4,0,0,8,2,3,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1306001,1120,1,GR,1.19,248128,6,7,2,1,2,4,4,6,3,4,7,1,3,1,0,8,2,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3333278,1165,2,DR,2.58,651444,6,4,3,1,1,6,4,13,1,6,4,13,1,0,1,8,2,3,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3101642,1122,1,GR,0.98,257871,6,5,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,5,5,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3818682,1125,1,GR,0.98,257871,6,7,3,1,2,4,4,9,2,3,6,1,3,0,0,8,2,3,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3302893,1119,1,DR,0.89,651444,6,3,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1189019,1163,1,GR,1.09,248128,0,9,2,1,2,5,7,4,3,5,6,1,2,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3327015,1119,1,DR,0.89,651444,5,7,2,1,2,5,4,10,4,5,4,7,3,0,0,8,2,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1189639,1123,1,MA,0.98,9979846,5,8,1,1,2,7,9,11,5,5,6,4,3,1,1,8,4,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1182881,1157,2,GR,1.98,259111,0,4,1,1,2,7,9,11,5,6,8,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1312116,1120,1,GR,1.19,248128,0,12,1,1,2,7,9,11,5,6,5,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1231936,1155,2,GR,2.18,248128,0,12,2,1,2,5,8,6,3,5,8,1,3,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1189639,1115,1,MA,0.98,9979846,5,8,1,1,2,7,9,11,5,5,6,4,3,1,1,8,4,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3349043,1156,1,MA,0.92,9979652,5,4,2,1,2,6,4,10,4,6,4,13,1,0,0,8,2,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3105007,1153,1,GR,0.91,264075,6,4,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3115774,1159,1,GR,0.95,257006,6,4,2,1,1,2,2,7,3,7,9,11,5,1,1,8,1,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1200402,1130,1,GR,1.19,248128,0,2,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1214080,1140,2,GR,2.38,259111,6,8,5,1,2,6,6,2,3,4,6,13,1,4,1,8,2,6,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1140046,1163,1,GR,1.09,248128,0,4,2,1,1,3,4,0,3,5,7,1,3,0,1,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3399477,1156,1,GR,0.91,264075,6,6,2,1,2,6,4,10,4,6,7,10,4,0,0,8,2,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3803312,1151,1,MA,0.88,690004,9,11,2,1,2,5,7,2,3,5,6,4,3,0,0,8,2,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1313403,1122,1,DR,1,642166,0,9,3,1,2,3,3,7,3,3,4,3,3,0,2,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3130963,1134,1,GR,1.05,257871,6,6,1,0,2,0,0,0,0,7,9,11,5,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3375873,1117,1,KK,0.98,9979667,5,5,1,1,1,7,9,11,5,6,4,10,4,0,0,8,3,2,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1805804,1150,2,GR,1.98,259111,0,8,4,1,2,4,4,7,3,3,4,6,3,0,0,3,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3821769,1164,1,GR,0.95,257006,6,1,3,1,2,7,9,11,5,4,5,13,1,1,0,3,3,8,8,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1182444,1164,1,GR,1.09,248128,0,4,2,1,2,6,3,13,1,6,4,13,1,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3398875,1155,2,GR,1.9,257006,6,4,2,1,2,6,4,10,4,6,5,10,4,0,0,8,2,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1103127,1135,1,GR,1.19,248128,0,5,2,1,2,6,5,6,3,6,6,3,2,0,1,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1408252,1147,1,GR,1.19,248128,0,8,2,1,2,5,3,7,3,4,3,0,2,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3129171,1164,1,GR,0.95,257006,6,4,2,1,2,7,9,11,5,6,5,10,4,0,0,8,4,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3842278,1154,2,DR,2.58,651444,5,6,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1230623,1127,1,GR,1.19,266596,0,11,1,1,2,7,9,11,5,6,5,13,1,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1201756,1141,2,GR,2.38,259111,0,1,1,1,1,7,9,11,5,6,5,13,1,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3337121,1123,2,GR,1.96,257871,6,7,3,1,2,6,4,1,3,6,6,3,3,1,2,8,2,4,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1212183,1160,1,GR,1.19,266596,0,4,3,2,2,6,4,10,4,6,4,10,4,0,0,3,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1203356,1159,1,DR,1.59,8000583,0,6,2,1,2,6,4,10,4,6,4,10,4,0,2,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1189639,1121,1,MA,0.98,9979846,5,8,1,1,2,7,9,11,5,5,6,4,3,1,1,8,4,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3105106,1127,1,GR,0.98,257871,6,7,2,1,2,6,6,10,4,6,6,7,3,0,0,8,2,2,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3826396,1150,2,GR,1.82,264075,6,9,5,1,2,3,8,1,3,3,7,1,2,0,2,6,2,5,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1401620,1158,1,GR,1.09,248128,0,3,2,1,1,6,5,4,2,6,5,13,1,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3817031,1153,12,GR,11.4,257006,6,11,2,1,2,4,6,3,3,4,5,4,3,1,0,8,2,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3339283,1125,1,MA,0.98,6000981,5,7,1,3,1,7,9,11,5,5,3,13,1,0,0,8,3,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1304253,1135,1,GR,1.19,259111,0,8,4,1,2,4,7,2,3,4,4,8,2,1,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3814772,1124,1,GR,0.98,257871,6,7,4,1,2,4,5,2,3,4,7,13,1,1,0,8,2,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1805804,1124,2,GR,2.38,259111,0,8,4,1,2,4,4,7,3,3,4,6,3,0,0,3,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1306753,1119,1,GR,1.19,248128,6,1,1,1,1,7,9,11,5,6,1,10,4,0,0,8,1,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,1198606,1118,1,DR,1.79,8000583,0,6,2,1,1,7,9,11,5,5,5,1,2,0,0,3,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3348888,1154,3,DR,3.87,651444,0,3,2,1,2,7,9,11,5,6,5,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3339283,1125,1,MA,0.98,6000981,5,7,1,3,1,7,9,11,5,5,3,13,1,0,0,8,3,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033547,3352930,1126,1,GR,0.98,257871,6,7,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1.08,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3343137,1135,2,GR,1.04,257871,6,6,2,1,2,6,6,10,4,6,6,10,4,0,0,8,2,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3834929,1125,1,GR,0.98,257871,5,8,4,1,2,4,4,3,3,4,6,1,3,1,0,8,2,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3305318,1121,1,GR,1.05,257006,6,6,2,1,2,6,4,10,4,6,6,10,4,0,0,8,2,4,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1404764,1125,1,GR,1.19,248128,0,11,4,1,2,4,8,1,3,4,6,7,3,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3320259,1114,2,GR,1.94,257871,6,6,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3379511,1123,2,GR,1.96,257871,6,5,3,1,1,7,9,11,5,3,5,7,3,0,0,2,3,3,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3320259,1120,2,GR,1.96,257871,6,6,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3121848,1131,3,GR,3.15,257871,6,6,2,1,1,2,4,8,2,2,6,4,3,0,1,8,2,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3396382,1114,2,GR,2.1,257006,6,7,1,1,1,7,9,11,5,6,4,4,2,0,0,8,3,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1181487,1164,1,GR,1.09,248128,0,11,3,1,2,3,5,1,3,5,7,1,3,1,0,3,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1228973,1145,1,GR,0.99,266596,0,8,4,1,2,4,5,2,3,4,6,4,2,1,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3306381,1120,1,GR,0.98,257871,6,1,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3132852,1122,2,GR,1.96,257871,6,4,3,1,1,7,9,11,5,4,4,13,1,0,0,2,3,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1306001,1143,1,GR,1.19,248128,6,7,2,1,2,4,4,6,3,4,7,1,3,1,0,8,2,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3379511,1124,2,GR,1.96,257871,6,5,3,1,1,7,9,11,5,3,5,7,3,0,0,2,3,3,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1320861,1151,5,GR,5.45,248128,6,5,1,2,1,7,9,11,5,4,7,1,3,0,0,8,5,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3833269,1128,1,GR,0.98,257871,6,7,5,1,2,3,4,6,3,3,5,2,3,1,2,2,2,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3341818,1126,1,GR,0.98,257871,5,1,1,3,2,7,9,11,5,6,2,10,4,0,0,8,4,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3841635,1121,1,GR,0.98,257871,6,5,1,1,2,5,5,10,4,7,9,11,5,0,0,8,3,3,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1189019,1118,1,GR,1.19,248128,0,9,2,1,2,5,7,4,3,5,6,1,2,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3121848,1121,2,GR,1.96,257871,6,6,2,1,1,2,4,8,2,2,6,4,3,0,1,8,2,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3301283,1128,1,GR,0.98,257871,6,9,2,1,2,5,6,4,3,5,5,7,3,0,0,8,2,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3820902,1135,1,GR,0.52,257871,5,9,2,1,2,5,5,6,3,5,4,1,3,0,0,8,2,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1194696,1154,1,GR,1.09,248128,0,7,2,1,2,6,4,4,2,6,4,10,4,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1325514,1144,1,GR,1.19,248128,0,1,2,1,1,3,3,13,1,3,6,13,1,1,4,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3306381,1125,1,GR,0.98,257871,6,1,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3108696,1117,1,GR,0.97,257871,6,12,4,1,2,4,7,1,3,3,8,1,6,1,0,3,2,5,5,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1306001,1143,1,GR,1.19,248128,6,7,2,1,2,4,4,6,3,4,7,1,3,1,0,8,2,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1189019,1149,1,GR,1.09,248128,0,9,2,1,2,5,7,4,3,5,6,1,2,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3812735,1146,1,GR,0.95,257006,6,6,2,1,2,7,9,11,5,5,5,1,2,2,1,3,3,4,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3111229,1114,1,GR,0.97,257871,5,10,4,1,2,3,5,3,3,3,8,1,3,0,0,2,2,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1405241,1118,1,GR,1.19,248128,0,4,3,1,2,6,4,13,1,5,4,8,3,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3128215,1126,2,GR,1.96,257871,6,7,1,0,1,0,0,0,0,7,9,11,5,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3320259,1118,1,GR,0.97,257871,6,6,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3133660,1130,1,GR,1.05,257871,6,1,1,1,2,7,9,11,5,6,3,10,4,0,0,8,4,2,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1182881,1161,1,GR,1.09,248128,0,4,1,1,2,7,9,11,5,6,8,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1183095,1129,1,GR,1.19,266596,0,5,2,1,2,6,4,13,1,6,4,13,1,0,2,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3302208,1129,1,MA,0.88,690004,5,10,2,1,2,4,4,3,3,4,5,1,3,1,0,8,2,3,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,3121848,1119,1,GR,0.98,257871,6,6,2,1,1,2,4,8,2,2,6,4,3,0,1,8,2,1,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
13700033548,1198895,1151,1,GR,1.09,248128,0,1,1,1,1,7,9,11,5,6,2,13,1,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS,1,WHITE,MISSING,NO LOTION,2 PLY,TOP OPENING
