PANID,WEEK,UNITS,OUTLET,DOLLARS,IRI_KEY,COLUPC
3112250,1159,1,GR,1.09,653776,13600029169
3112433,1152,1,GR,1.09,653776,13600029169
3112433,1154,2,GR,2.18,653776,13600029169
3112433,1157,2,GR,2.18,653776,13600029169
3112433,1160,2,GR,2.18,653776,13600029169
3112433,1164,1,GR,1.09,653776,13600029169
3113365,1157,1,GR,1.09,653776,13600029169
3114546,1162,1,GR,1.09,653776,13600029169
3117929,1161,1,GR,1.09,653776,13600029169
3119461,1158,2,GR,2.18,653776,13600029169
3120295,1160,1,GR,1.09,653776,13600029169
3121616,1161,3,GR,3.27,653776,13600029169
3126953,1152,2,GR,2.18,653776,13600029169
3127035,1158,2,GR,2.18,653776,13600029169
3127183,1163,1,GR,1.09,653776,13600029169
3128850,1161,1,GR,1.09,653776,13600029169
3129718,1154,1,GR,1.09,653776,13600029169
3131383,1148,1,GR,1.09,653776,13600029169
3131805,1140,1,GR,1.09,653776,13600029169
3132191,1163,1,GR,1.09,653776,13600029169
3132290,1162,3,GR,3.27,653776,13600029169
3132464,1160,3,GR,3.27,653776,13600029169
3132845,1156,2,GR,2.18,653776,13600029169
3132845,1162,1,GR,1.09,653776,13600029169
3133009,1159,2,GR,2.18,653776,13600029169
3133009,1164,1,GR,1.09,653776,13600029169
3133926,1154,2,GR,2.18,653776,13600029169
3134395,1161,1,GR,1.09,653776,13600029169
3136168,1158,1,GR,1.09,653776,13600029169
3136168,1164,1,GR,1.09,653776,13600029169
3136176,1142,1,GR,1.09,653776,13600029169
3136382,1154,1,GR,1.09,653776,13600029169
3136648,1146,1,GR,1.09,653776,13600029169
3136648,1162,2,GR,2.18,653776,13600029169
3136952,1143,1,GR,1.09,653776,13600029169
3136952,1156,1,GR,1.09,653776,13600029169
3136952,1162,1,GR,1.09,653776,13600029169
3137141,1154,1,GR,1.09,653776,13600029169
3138784,1148,1,GR,1.09,653776,13600029169
3138784,1153,1,GR,1.09,653776,13600029169
3138784,1158,1,GR,1.09,653776,13600029169
3139899,1151,2,GR,2.18,653776,13600029169
3139899,1153,1,GR,1.09,653776,13600029169
3140418,1154,1,GR,1.09,653776,13600029169
3140418,1161,1,GR,1.09,653776,13600029169
3301960,1158,3,GR,3.27,653776,13600029169
3304097,1157,1,GR,1.09,653776,13600029169
3305573,1154,1,GR,1.09,653776,13600029169
3305847,1145,1,GR,1.09,653776,13600029169
3305847,1147,2,GR,2.18,653776,13600029169
3305847,1150,1,GR,1.09,653776,13600029169
3305847,1159,1,GR,1.09,653776,13600029169
3305847,1161,1,GR,1.09,653776,13600029169
3305847,1163,1,GR,1.09,653776,13600029169
3305961,1140,2,GR,2.18,653776,13600029169
3306332,1154,2,GR,2.18,653776,13600029169
3306332,1158,2,GR,2.18,653776,13600029169
3306498,1156,1,GR,1.09,653776,13600029169
3306498,1162,1,GR,1.09,653776,13600029169
3307090,1142,1,GR,1.09,653776,13600029169
3307132,1144,1,GR,1.09,653776,13600029169
3308247,1147,1,GR,1.09,653776,13600029169
3309542,1153,1,GR,1.09,653776,13600029169
3309567,1160,1,GR,1.09,653776,13600029169
3310235,1147,1,GR,1.09,653776,13600029169
3310235,1149,1,GR,1.09,653776,13600029169
3310235,1152,1,GR,1.09,653776,13600029169
3310235,1155,2,GR,2.18,653776,13600029169
3310235,1156,2,GR,2.18,653776,13600029169
3310235,1158,1,GR,1.09,653776,13600029169
3310235,1160,1,GR,1.09,653776,13600029169
3310235,1162,1,GR,1.09,653776,13600029169
3310235,1164,1,GR,1.09,653776,13600029169
3310995,1158,1,GR,1.09,653776,13600029169
3314153,1140,1,GR,1.09,653776,13600029169
3314153,1140,1,GR,1.09,653776,13600029169
3315184,1145,1,GR,1.09,653776,13600029169
3315218,1153,2,GR,2.18,653776,13600029169
3315218,1158,2,GR,2.18,653776,13600029169
3316257,1160,2,GR,2.18,653776,13600029169
3317115,1153,2,GR,2.18,653776,13600029169
3318550,1158,2,GR,2.18,653776,13600029169
3320135,1153,1,GR,1.09,653776,13600029169
3324475,1141,1,GR,1.09,653776,13600029169
3324475,1144,1,GR,1.09,653776,13600029169
3324475,1153,2,GR,2.18,653776,13600029169
3324475,1157,1,GR,1.09,653776,13600029169
3324475,1160,2,GR,2.18,653776,13600029169
3324475,1164,2,GR,2.18,653776,13600029169
3324731,1155,1,GR,1.09,653776,13600029169
3325027,1140,1,GR,1.09,653776,13600029169
3325340,1164,2,GR,2.18,653776,13600029169
3326033,1158,1,GR,1.09,653776,13600029169
3326033,1159,2,GR,2.18,653776,13600029169
3326223,1153,2,GR,2.18,653776,13600029169
3327239,1163,1,GR,1.09,653776,13600029169
3328500,1159,2,GR,2.18,653776,13600029169
3328674,1159,2,GR,2.18,653776,13600029169
3329425,1153,1,GR,1.09,653776,13600029169
3329904,1142,1,GR,1.09,653776,13600029169
3330506,1157,1,GR,1.09,653776,13600029169
3330720,1154,1,GR,1.09,653776,13600029169
3331124,1161,1,GR,1.09,653776,13600029169
3331991,1151,3,GR,3.27,653776,13600029169
3332015,1159,1,GR,1.09,653776,13600029169
3334805,1144,1,GR,1.09,653776,13600029169
3335356,1160,1,GR,1.09,653776,13600029169
3337568,1158,1,GR,1.09,653776,13600029169
3338491,1153,1,GR,1.09,653776,13600029169
3339044,1151,3,GR,3.27,653776,13600029169
3339044,1155,2,GR,2.18,653776,13600029169
3339044,1165,1,GR,1.09,653776,13600029169
3339481,1145,1,GR,1.09,653776,13600029169
3339481,1156,1,GR,1.09,653776,13600029169
3339572,1153,1,GR,1.09,653776,13600029169
3339572,1159,3,GR,3.27,653776,13600029169
3340323,1156,2,GR,2.18,653776,13600029169
3342717,1162,1,GR,1.09,653776,13600029169
3342766,1152,1,GR,1.09,653776,13600029169
3342766,1161,2,GR,2.18,653776,13600029169
3342766,1163,2,GR,2.18,653776,13600029169
3343046,1153,1,GR,1.09,653776,13600029169
3343046,1157,1,GR,1.09,653776,13600029169
3343590,1164,1,GR,1.09,653776,13600029169
3347104,1163,1,GR,1.09,653776,13600029169
3352492,1153,1,GR,1.09,653776,13600029169
3353441,1158,1,GR,1.09,653776,13600029169
3355818,1159,1,GR,1.09,653776,13600029169
3358895,1153,1,GR,1.09,653776,13600029169
3358895,1161,2,GR,2.18,653776,13600029169
3359356,1151,1,GR,1.09,653776,13600029169
3359356,1155,1,GR,1.09,653776,13600029169
3359406,1142,2,GR,2.18,653776,13600029169
3359406,1145,2,GR,2.18,653776,13600029169
3359406,1151,1,GR,1.09,653776,13600029169
3359406,1157,3,GR,3.27,653776,13600029169
3359406,1160,4,GR,4.36,653776,13600029169
3359406,1162,1,GR,1.09,653776,13600029169
3362418,1158,1,GR,1.09,653776,13600029169
3369355,1151,1,GR,1.09,653776,13600029169
3371633,1163,1,GR,1.09,653776,13600029169
3375162,1144,1,GR,1.09,653776,13600029169
3375709,1163,1,GR,1.09,653776,13600029169
3377200,1156,1,GR,1.09,653776,13600029169
3393892,1153,1,GR,1.09,653776,13600029169
3393892,1158,4,GR,4.36,653776,13600029169
3395616,1165,1,GR,1.09,653776,13600029169
3395723,1140,3,GR,3.27,653776,13600029169
3396184,1153,1,GR,1.09,653776,13600029169
3398693,1153,1,GR,1.09,653776,13600029169
3398693,1154,1,GR,1.09,653776,13600029169
3398693,1158,2,GR,2.18,653776,13600029169
3402552,1161,2,GR,2.18,653776,13600029169
3402826,1140,2,GR,2.18,653776,13600029169
3402875,1163,1,GR,1.09,653776,13600029169
3800490,1150,1,GR,1.09,653776,13600029169
3801423,1158,3,GR,3.27,653776,13600029169
3801423,1165,2,GR,2.18,653776,13600029169
3808097,1143,4,GR,4.36,653776,13600029169
3808097,1148,1,GR,1.09,653776,13600029169
3808097,1165,2,GR,2.18,653776,13600029169
3812917,1141,2,GR,2.18,653776,13600029169
3816074,1163,1,GR,1.09,653776,13600029169
3816561,1142,2,GR,2.18,653776,13600029169
3816637,1143,1,GR,1.09,653776,13600029169
3816637,1148,1,GR,1.09,653776,13600029169
3816637,1150,2,GR,2.18,653776,13600029169
3816637,1151,1,GR,1.09,653776,13600029169
3816637,1154,1,GR,1.09,653776,13600029169
3816637,1156,1,GR,1.09,653776,13600029169
3816637,1158,4,GR,4.36,653776,13600029169
3816637,1164,1,GR,1.09,653776,13600029169
3816637,1165,2,GR,2.18,653776,13600029169
3820738,1144,1,GR,1.09,653776,13600029169
3822114,1159,1,GR,1.09,653776,13600029169
3822122,1163,2,GR,2.18,653776,13600029169
3823120,1157,1,GR,1.09,653776,13600029169
3823765,1147,1,GR,1.09,653776,13600029169
3823765,1160,2,GR,2.18,653776,13600029169
3823765,1162,1,GR,1.09,653776,13600029169
3823765,1164,2,GR,2.18,653776,13600029169
3825133,1146,1,GR,1.09,653776,13600029169
3826024,1154,4,GR,4.36,653776,13600029169
3826024,1158,2,GR,2.18,653776,13600029169
3826024,1160,1,GR,1.09,653776,13600029169
3826271,1164,1,GR,1.09,653776,13600029169
3830356,1163,1,GR,1.09,653776,13600029169
3831099,1164,1,GR,1.09,653776,13600029169
3832246,1154,3,GR,3.27,653776,13600029169
3835066,1162,1,GR,1.09,653776,13600029169
3835363,1161,2,GR,2.18,653776,13600029169
3837971,1161,2,GR,2.18,653776,13600029169
3840801,1152,3,GR,3.27,653776,13600029169
3840801,1155,7,GR,7.63,653776,13600029169
3840801,1158,3,GR,3.27,653776,13600029169
3840801,1163,6,GR,6.54,653776,13600029169
3842419,1140,1,GR,1.09,653776,13600029169
3842419,1161,1,GR,1.09,653776,13600029169
3842419,1162,2,GR,2.18,653776,13600029169
3842443,1158,4,GR,4.36,653776,13600029169
3842443,1160,4,GR,4.36,653776,13600029169
3842567,1151,1,GR,1.09,653776,13600029169
3842567,1156,1,GR,1.09,653776,13600029169
3842567,1158,1,GR,1.09,653776,13600029169
3842567,1160,1,GR,1.09,653776,13600029169
3842567,1161,2,GR,2.18,653776,13600029169
3842716,1140,1,GR,1.09,653776,13600029169
3842716,1150,1,GR,1.09,653776,13600029169
3101139,1131,2,GR,2.34,9979660,13600029200
3101139,1132,1,GR,1.17,9979660,13600029200
3101139,1132,1,GR,1.17,9979660,13600029200
3101139,1132,1,GR,1.17,9979660,13600029200
3101139,1132,1,GR,1.17,9979660,13600029200
3101139,1135,1,GR,1.17,9979660,13600029200
3101139,1135,1,GR,1.17,9979660,13600029200
3101139,1135,1,GR,1.17,9979660,13600029200
3101139,1136,1,GR,1.17,9979660,13600029200
3101139,1136,1,GR,1.17,9979660,13600029200
3101139,1136,1,GR,1.17,9979660,13600029200
3101139,1136,1,GR,1.17,9979660,13600029200
3101139,1139,1,GR,0.99,9979660,13600029200
3101139,1139,1,GR,0.99,9979660,13600029200
3101139,1139,1,GR,0.99,9979660,13600029200
3101139,1139,1,GR,0.99,9979660,13600029200
3101139,1139,1,GR,0.99,9979660,13600029200
1103234,1133,1,GR,1.39,213290,13600029200
1103234,1135,1,GR,1.39,213290,13600029200
1104687,1129,2,GR,2.78,213290,13600029200
1110585,1139,1,GR,1.39,213290,13600029200
1118430,1137,1,GR,1.39,213290,13600029200
1119552,1126,1,GR,1.39,213290,13600029200
1119552,1126,1,GR,1.39,213290,13600029200
1119644,1129,1,GR,1.39,213290,13600029200
1119644,1133,2,GR,2.78,213290,13600029200
1119644,1133,1,GR,1.39,213290,13600029200
1119644,1135,2,GR,2.78,213290,13600029200
1119644,1135,1,GR,1.39,213290,13600029200
1119644,1137,2,GR,2.78,213290,13600029200
1119644,1137,1,GR,1.39,213290,13600029200
1121962,1129,1,GR,1.39,213290,13600029200
1121962,1132,1,GR,1.39,213290,13600029200
1127282,1116,1,GR,1.39,213290,13600029200
1127282,1116,1,GR,1.39,213290,13600029200
1131573,1133,2,GR,2.78,213290,13600029200
1132407,1121,1,GR,1.39,213290,13600029200
1132407,1123,1,GR,1.39,213290,13600029200
1132407,1125,1,GR,1.19,213290,13600029200
1132407,1127,1,GR,1.39,213290,13600029200
1132407,1130,2,GR,2.78,213290,13600029200
1132563,1135,1,GR,1.39,213290,13600029200
1138628,1134,1,GR,1.39,213290,13600029200
1140830,1127,1,GR,1.39,213290,13600029200
1141028,1135,1,GR,1.39,213290,13600029200
1141028,1135,1,GR,1.39,213290,13600029200
1142547,1114,1,GR,1.39,213290,13600029200
1145185,1128,2,GR,2.78,213290,13600029200
1145185,1132,1,GR,1.39,213290,13600029200
1145284,1132,1,GR,1.39,213290,13600029200
1145888,1136,1,GR,1.39,213290,13600029200
1150854,1139,1,GR,1.39,213290,13600029200
1182634,1136,1,GR,1.39,213290,13600029200
1182667,1115,1,GR,1.39,213290,13600029200
1182667,1116,1,GR,1.39,213290,13600029200
1182667,1118,1,GR,1.39,213290,13600029200
1184432,1133,1,GR,1.39,213290,13600029200
1198309,1114,2,GR,2.78,213290,13600029200
1198309,1117,3,GR,4.17,213290,13600029200
1198309,1120,1,GR,1.39,213290,13600029200
1198309,1127,1,GR,1.39,213290,13600029200
1198325,1136,1,GR,1.39,213290,13600029200
1199877,1123,1,GR,1.39,213290,13600029200
1205971,1135,1,GR,1.39,213290,13600029200
1213397,1125,1,GR,1.19,213290,13600029200
1213397,1134,1,GR,1.39,213290,13600029200
1213397,1135,1,GR,1.39,213290,13600029200
1213785,1133,1,GR,1.39,213290,13600029200
1215707,1137,1,GR,1.39,213290,13600029200
1216200,1115,1,GR,1.39,213290,13600029200
1216200,1133,2,GR,2.78,213290,13600029200
1216200,1134,2,GR,2.78,213290,13600029200
1216200,1136,1,GR,1.39,213290,13600029200
1216663,1116,1,GR,1.39,213290,13600029200
1217521,1135,1,GR,1.39,213290,13600029200
1219360,1129,1,GR,1.39,213290,13600029200
1219568,1136,1,GR,1.39,213290,13600029200
1222729,1135,3,GR,4.17,213290,13600029200
1226365,1136,1,GR,1.39,213290,13600029200
1227041,1123,1,GR,1.39,213290,13600029200
1227041,1123,1,GR,1.39,213290,13600029200
1227041,1123,1,GR,1.39,213290,13600029200
1228114,1114,3,GR,4.17,213290,13600029200
1228114,1114,1,GR,1.39,213290,13600029200
1228114,1116,1,GR,1.39,213290,13600029200
1228114,1117,2,GR,2.78,213290,13600029200
1228114,1118,2,GR,2.78,213290,13600029200
1228114,1119,2,GR,2.78,213290,13600029200
1228114,1120,2,GR,2.78,213290,13600029200
1228114,1121,1,GR,1.39,213290,13600029200
1228114,1123,3,GR,4.17,213290,13600029200
1228114,1124,2,GR,2.78,213290,13600029200
1228114,1125,2,GR,2.38,213290,13600029200
1228114,1126,2,GR,2.78,213290,13600029200
1228114,1127,4,GR,5.56,213290,13600029200
1228114,1128,3,GR,4.17,213290,13600029200
1228114,1129,2,GR,2.78,213290,13600029200
1228114,1129,1,GR,1.39,213290,13600029200
1228114,1130,2,GR,2.78,213290,13600029200
1228114,1130,1,GR,1.39,213290,13600029200
1228114,1131,2,GR,2.78,213290,13600029200
1228114,1131,1,GR,1.39,213290,13600029200
1228114,1132,2,GR,2.78,213290,13600029200
1228114,1132,1,GR,1.39,213290,13600029200
1228114,1132,1,GR,1.39,213290,13600029200
1228114,1133,6,GR,8.34,213290,13600029200
1228114,1134,2,GR,2.78,213290,13600029200
1228114,1134,1,GR,1.39,213290,13600029200
1228114,1135,1,GR,1.39,213290,13600029200
1228114,1135,1,GR,1.39,213290,13600029200
1228114,1135,1,GR,1.39,213290,13600029200
1228114,1138,1,GR,1.39,213290,13600029200
1228114,1138,1,GR,1.39,213290,13600029200
1228114,1138,1,GR,1.39,213290,13600029200
1228932,1114,1,GR,1.39,213290,13600029200
1228932,1114,1,GR,1.39,213290,13600029200
1228932,1114,1,GR,1.39,213290,13600029200
1228932,1136,1,GR,1.39,213290,13600029200
1232165,1115,1,GR,1.39,213290,13600029200
1232165,1116,1,GR,1.39,213290,13600029200
1242826,1130,1,GR,1.39,213290,13600029200
1244376,1139,1,GR,1.39,213290,13600029200
1249862,1134,1,GR,1.39,213290,13600029200
1302315,1135,1,GR,1.39,213290,13600029200
1303180,1134,1,GR,1.39,213290,13600029200
1303180,1135,1,GR,1.39,213290,13600029200
1303180,1137,2,GR,2.78,213290,13600029200
1303370,1118,1,GR,1.39,213290,13600029200
1303370,1118,1,GR,1.39,213290,13600029200
1303370,1126,1,GR,1.39,213290,13600029200
1303370,1127,2,GR,2.78,213290,13600029200
1303370,1135,2,GR,2.78,213290,13600029200
1303370,1135,1,GR,1.39,213290,13600029200
1303370,1135,1,GR,1.39,213290,13600029200
1303602,1114,1,GR,1.39,213290,13600029200
1303834,1135,1,GR,1.39,213290,13600029200
1303834,1135,1,GR,1.39,213290,13600029200
1303925,1120,1,GR,1.39,213290,13600029200
1306399,1114,2,GR,2.78,213290,13600029200
1306399,1116,1,GR,1.39,213290,13600029200
1306399,1119,1,GR,1.39,213290,13600029200
1306399,1137,2,GR,2.78,213290,13600029200
1306399,1138,1,GR,1.39,213290,13600029200
1309690,1116,2,GR,2.78,213290,13600029200
1309690,1116,1,GR,1.39,213290,13600029200
1310078,1136,2,GR,2.78,213290,13600029200
1310219,1119,1,GR,1.39,213290,13600029200
1310961,1116,1,GR,1.39,213290,13600029200
1313098,1127,1,GR,1.39,213290,13600029200
1313098,1127,1,GR,1.39,213290,13600029200
1313098,1138,1,GR,1.39,213290,13600029200
1315598,1136,1,GR,1.39,213290,13600029200
1315598,1136,1,GR,1.39,213290,13600029200
1315986,1124,2,GR,2.78,213290,13600029200
1315986,1125,1,GR,1.19,213290,13600029200
1315986,1129,1,GR,1.39,213290,13600029200
1319467,1136,1,GR,1.39,213290,13600029200
1401877,1116,2,GR,2.78,213290,13600029200
1401877,1116,1,GR,1.39,213290,13600029200
1403170,1135,1,GR,1.39,213290,13600029200
1408609,1137,1,GR,1.39,213290,13600029200
1408971,1129,2,GR,2.78,213290,13600029200
1808683,1134,1,GR,1.39,213290,13600029200
1811323,1120,1,GR,1.39,213290,13600029200
1811919,1135,1,GR,1.39,213290,13600029200
1815746,1130,1,GR,1.39,213290,13600029200
1815746,1133,1,GR,1.39,213290,13600029200
1815746,1133,1,GR,1.39,213290,13600029200
1815746,1133,1,GR,1.39,213290,13600029200
1100255,1116,2,GR,2.78,648764,13600029200
1103747,1137,1,GR,1.39,648764,13600029200
1123539,1117,1,GR,1.39,648764,13600029200
1145185,1125,1,GR,1.19,648764,13600029200
1145185,1134,2,GR,2.78,648764,13600029200
1187203,1123,1,GR,1.39,648764,13600029200
1190660,1115,1,GR,1.39,648764,13600029200
1190660,1115,1,GR,1.39,648764,13600029200
1190660,1115,1,GR,1.39,648764,13600029200
1190660,1132,1,GR,1.39,648764,13600029200
1190660,1135,1,GR,1.39,648764,13600029200
1190967,1134,1,GR,1.39,648764,13600029200
1191692,1123,1,GR,1.39,648764,13600029200
1191692,1124,1,GR,1.39,648764,13600029200
1191692,1135,1,GR,1.39,648764,13600029200
1191692,1135,1,GR,1.39,648764,13600029200
1191692,1135,1,GR,1.39,648764,13600029200
1201020,1121,1,GR,1.39,648764,13600029200
1211185,1134,2,GR,2.78,648764,13600029200
1216648,1117,2,GR,2.78,648764,13600029200
1216648,1123,1,GR,1.39,648764,13600029200
1216648,1132,1,GR,1.39,648764,13600029200
1216648,1135,1,GR,1.39,648764,13600029200
1216648,1138,1,GR,1.39,648764,13600029200
1218057,1135,1,GR,1.39,648764,13600029200
1223149,1135,1,GR,1.39,648764,13600029200
1223149,1135,1,GR,1.39,648764,13600029200
1223149,1135,1,GR,1.39,648764,13600029200
1229609,1129,1,GR,1.39,648764,13600029200
1230326,1137,4,GR,5.56,648764,13600029200
1244871,1126,1,GR,1.39,648764,13600029200
1303602,1127,1,GR,1.39,648764,13600029200
1318642,1125,1,GR,1.19,648764,13600029200
1318642,1133,4,GR,5.56,648764,13600029200
1401133,1118,1,GR,1.39,648764,13600029200
1401745,1118,1,GR,1.39,648764,13600029200
1402941,1126,1,GR,1.39,648764,13600029200
1808972,1120,1,GR,1.39,648764,13600029200
1808972,1124,4,GR,5.56,648764,13600029200
1809418,1135,1,GR,1.39,648764,13600029200
1811083,1131,1,GR,1.39,648764,13600029200
1812271,1119,1,GR,1.39,648764,13600029200
1812271,1119,1,GR,1.39,648764,13600029200
1812271,1119,1,GR,1.39,648764,13600029200
1815134,1139,2,GR,2.78,648764,13600029200
1100016,1116,1,GR,1.49,234140,13600029200
1100016,1116,1,GR,1.49,234140,13600029200
1100016,1116,1,GR,1.49,234140,13600029200
1100784,1136,1,GR,1.49,234140,13600029200
1111542,1127,4,GR,5.96,234140,13600029200
1111542,1127,1,GR,1.49,234140,13600029200
1111542,1127,1,GR,1.49,234140,13600029200
1112920,1131,1,GR,1.49,234140,13600029200
1116681,1135,1,GR,1.49,234140,13600029200
1138420,1119,1,GR,1.49,234140,13600029200
1138420,1119,1,GR,1.49,234140,13600029200
1138420,1119,1,GR,1.49,234140,13600029200
1146159,1138,3,GR,4.47,234140,13600029200
1198309,1118,2,GR,2.98,234140,13600029200
1202218,1119,1,GR,1.49,234140,13600029200
1225516,1119,1,GR,1.49,234140,13600029200
1225516,1119,1,GR,1.49,234140,13600029200
1225516,1119,1,GR,1.49,234140,13600029200
1228031,1131,1,GR,1.49,234140,13600029200
1228031,1131,1,GR,1.49,234140,13600029200
1228031,1131,1,GR,1.49,234140,13600029200
1228031,1138,1,GR,1.49,234140,13600029200
1228031,1138,1,GR,1.49,234140,13600029200
1308171,1138,1,GR,1.49,234140,13600029200
1312116,1137,2,GR,2.98,234140,13600029200
1403550,1116,1,GR,1.49,234140,13600029200
1403550,1120,1,GR,1.49,234140,13600029200
1405381,1145,1,GR,1.49,234140,13600029200
1405415,1118,3,GR,4.47,234140,13600029200
1408419,1135,1,GR,1.49,234140,13600029200
1408740,1120,1,GR,1.49,234140,13600029200
1408740,1120,1,GR,1.49,234140,13600029200
1408740,1120,1,GR,1.49,234140,13600029200
1118430,1119,1,GR,1.49,652159,13600029200
1121244,1135,1,GR,1.49,652159,13600029200
1122044,1116,1,GR,1.49,652159,13600029200
1122044,1116,1,GR,1.49,652159,13600029200
1122044,1116,1,GR,1.49,652159,13600029200
1123539,1118,3,GR,4.47,652159,13600029200
1123539,1126,1,GR,1.49,652159,13600029200
1123539,1141,1,GR,1.49,652159,13600029200
1128801,1122,2,GR,2.98,652159,13600029200
1131573,1135,1,GR,1.49,652159,13600029200
1132795,1119,1,GR,1.49,652159,13600029200
1132795,1119,1,GR,1.49,652159,13600029200
1132795,1119,1,GR,1.49,652159,13600029200
1132977,1138,1,GR,1.49,652159,13600029200
1134007,1136,1,GR,1.49,652159,13600029200
1134023,1140,1,GR,1.49,652159,13600029200
1134239,1138,1,GR,1.49,652159,13600029200
1138578,1114,1,GR,1.49,652159,13600029200
1138578,1140,1,GR,1.49,652159,13600029200
1139790,1132,1,GR,1.49,652159,13600029200
1139816,1114,1,GR,1.49,652159,13600029200
1144030,1135,1,GR,1.49,652159,13600029200
1144451,1138,1,GR,1.49,652159,13600029200
1144451,1139,1,GR,1.49,652159,13600029200
1182527,1119,3,GR,4.47,652159,13600029200
1186304,1114,1,GR,1.49,652159,13600029200
1186304,1114,1,GR,1.49,652159,13600029200
1186304,1114,1,GR,1.49,652159,13600029200
1196642,1136,2,GR,2.98,652159,13600029200
1196642,1137,5,GR,7.45,652159,13600029200
1196642,1139,1,GR,1.49,652159,13600029200
1196642,1140,1,GR,1.49,652159,13600029200
1196642,1140,1,GR,1.49,652159,13600029200
1196642,1140,1,GR,1.49,652159,13600029200
1201160,1146,1,GR,1.49,652159,13600029200
1201160,1146,1,GR,1.49,652159,13600029200
1201392,1136,1,GR,1.49,652159,13600029200
1202440,1127,1,GR,1.49,652159,13600029200
1202440,1131,1,GR,1.49,652159,13600029200
1202705,1128,1,GR,1.49,652159,13600029200
1202705,1128,1,GR,1.49,652159,13600029200
1202705,1140,1,GR,1.49,652159,13600029200
1205773,1119,1,GR,1.49,652159,13600029200
1205773,1119,1,GR,1.49,652159,13600029200
1205773,1119,1,GR,1.49,652159,13600029200
1213165,1120,1,GR,1.49,652159,13600029200
1213165,1120,1,GR,1.49,652159,13600029200
1213165,1124,1,GR,1.49,652159,13600029200
1213165,1124,1,GR,1.49,652159,13600029200
1213165,1124,1,GR,1.49,652159,13600029200
1213165,1126,2,GR,2.98,652159,13600029200
1213769,1139,1,GR,1.49,652159,13600029200
1213785,1119,1,GR,1.49,652159,13600029200
1213785,1119,1,GR,1.49,652159,13600029200
1213785,1119,1,GR,1.49,652159,13600029200
1216200,1119,3,GR,4.47,652159,13600029200
1216705,1141,1,GR,1.49,652159,13600029200
1217943,1135,1,GR,1.49,652159,13600029200
1228478,1124,1,GR,1.49,652159,13600029200
1228932,1140,2,GR,2.98,652159,13600029200
1244350,1118,1,GR,1.49,652159,13600029200
1244350,1118,1,GR,1.49,652159,13600029200
1244442,1132,3,GR,4.47,652159,13600029200
1244442,1138,2,GR,2.98,652159,13600029200
1244442,1138,1,GR,1.49,652159,13600029200
1244442,1138,1,GR,1.49,652159,13600029200
1244442,1138,1,GR,1.49,652159,13600029200
1244442,1138,1,GR,1.49,652159,13600029200
1245704,1119,1,GR,1.49,652159,13600029200
1245704,1119,1,GR,1.49,652159,13600029200
1245704,1119,1,GR,1.49,652159,13600029200
1245704,1128,1,GR,1.49,652159,13600029200
1303727,1122,1,GR,1.49,652159,13600029200
1312637,1137,3,GR,4.47,652159,13600029200
1315036,1125,1,GR,1.49,652159,13600029200
1316687,1138,3,GR,4.47,652159,13600029200
1319079,1137,1,GR,1.49,652159,13600029200
1319079,1137,1,GR,1.49,652159,13600029200
1402834,1114,1,GR,1.49,652159,13600029200
1402834,1122,1,GR,1.49,652159,13600029200
1402834,1125,1,GR,1.49,652159,13600029200
1402834,1134,1,GR,1.49,652159,13600029200
1402834,1137,1,GR,1.49,652159,13600029200
1402834,1139,1,GR,1.49,652159,13600029200
1403519,1121,1,GR,1.49,652159,13600029200
1403519,1135,1,GR,1.49,652159,13600029200
1403519,1137,2,GR,2.98,652159,13600029200
1407395,1120,1,GR,1.49,652159,13600029200
1408567,1119,1,GR,1.49,652159,13600029200
1804054,1136,1,GR,1.49,652159,13600029200
1804690,1135,1,GR,1.49,652159,13600029200
1805887,1133,2,GR,2.98,652159,13600029200
1805887,1133,1,GR,1.49,652159,13600029200
1805887,1138,1,GR,1.49,652159,13600029200
1805887,1138,1,GR,1.49,652159,13600029200
1809814,1117,1,GR,1.49,652159,13600029200
1100156,1141,1,GR,1.43,248128,13600029200
1100818,1132,1,GR,1.43,248128,13600029200
1100818,1137,2,GR,2.86,248128,13600029200
1100818,1141,2,GR,2.86,248128,13600029200
1101238,1130,2,GR,2.86,248128,13600029200
1114413,1130,1,GR,1.43,248128,13600029200
1115808,1116,1,GR,1.43,248128,13600029200
1115808,1116,3,GR,4.29,248128,13600029200
1115808,1116,1,GR,1.43,248128,13600029200
1115808,1116,1,GR,1.43,248128,13600029200
1117234,1120,3,GR,4.29,248128,13600029200
1117234,1125,1,GR,1.43,248128,13600029200
1117234,1125,1,GR,1.43,248128,13600029200
1117234,1125,1,GR,1.43,248128,13600029200
1117630,1141,1,GR,1.43,248128,13600029200
1117630,1141,1,GR,1.43,248128,13600029200
1120725,1134,1,GR,1.43,248128,13600029200
1120873,1140,1,GR,1.43,248128,13600029200
1121855,1130,4,GR,5.72,248128,13600029200
1133785,1136,1,GR,1.43,248128,13600029200
1145052,1136,1,GR,1.43,248128,13600029200
1145052,1136,1,GR,1.43,248128,13600029200
1145052,1136,1,GR,1.43,248128,13600029200
1148585,1136,1,GR,1.43,248128,13600029200
1181487,1116,1,GR,1.43,248128,13600029200
1190900,1116,1,GR,1.43,248128,13600029200
1191692,1134,1,GR,1.43,248128,13600029200
1201020,1117,2,GR,2.86,248128,13600029200
1203372,1140,1,GR,1.43,248128,13600029200
